Code,품목,제품유형 3차분류,제품유형 2차분류,제품유형 1차분류,굿즈 Status 1.goods,PB/NB,출시일,리뉴얼,단종일,"판매일수 
(딘종일-출시일)","판매월 
(딘종일-출시일)",시즌,시즌_1,IP,수주액 2022,수주액 2022/01,수주액 2022/02,수주액 2022/03,수주액 2022/04,수주액 2022/05,수주액 2022/06,수주액 2022/07,수주액 2022/08,수주액 2022/09,수주액 2022/10,수주액 2022/11,수주액 2022/12,수주액 2023,수주액 2023/01,수주액 2023/02,수주액 2023/03,수주액 2023/04,수주액 2023/05,수주액 2023/06,수주액 2023/07,수주액 2023/08,수주액 2023/09,수주액 2023/10,수주액 2023/11,수주액 2023/12,수주액 2024,수주액 2024/01,수주액 2024/02,수주액 2024/03,수주액 2024/04,수주액 2024/05,수주액 2024/06,수주액 2024/07,수주액 2024/08,수주액 2024/09,수주액 2024/10,수주액 2024/11,수주액 2024/12,수주액 2025,수주액 2025/01,수주액 2025/02,수주액 2025/03,수주액 2025/04,수주액 2025/05,수주액 2025/06,수주액 2025/07,수주액 2025/08,수주액 2025/09,수주액 2025/10,수주액 2025/11,수주액 2025/12,판매량 2022,판매량 2022/01,판매량 2022/02,판매량 2022/03,판매량 2022/04,판매량 2022/05,판매량 2022/06,판매량 2022/07,판매량 2022/08,판매량 2022/09,판매량 2022/10,판매량 2022/11,판매량 2022/12,판매량 2023,판매량 2023/01,판매량 2023/02,판매량 2023/03,판매량 2023/04,판매량 2023/05,판매량 2023/06,판매량  2023/07,판매량 2023/08,판매량 2023/09,판매량 2023/10,판매량 2023/11,판매량 2023/12,판매량 2024,판매량 2024/01,판매량 2024/02,판매량 2024/03,판매량 2024/04,판매량 2024/05,판매량 2024/06,판매량 2024/07,판매량 2024/08,판매량 2024/09,판매량 2024/10,판매량 2024/11,판매량 2024/12,판매량 2025,판매량 2025/01,판매량 2025/02,판매량 2025/03,판매량 2025/04,판매량 2025/05,판매량 2025/06,판매량 2025/07,판매량 2025/08,판매량 2025/09,판매량 2025/10,판매량 2025/11,판매량 2025/12,구성비 2022,구성비 2022/01,구성비 2022/02,구성비 2022/03,구성비 2022/04,구성비 2022/05,구성비 2022/06,구성비 2022/07,구성비 2022/08,구성비 2022/09,구성비 2022/10,구성비 2022/11,구성비 2022/12,구성비 2023,구성비 2023/01,구성비 2023/02,구성비 2023/03,구성비 2023/04,구성비 2023/05,구성비 2023/06,구성비 2023/07,구성비 2023/08,구성비 2023/09,구성비 2023/10,구성비 2023/11,구성비 2023/12,구성비 2024,구성비 2024/01,구성비 2024/02,구성비 2024/03,구성비 2024/04,구성비 2024/05,구성비 2024/06,구성비 2024/07,구성비 2024/08,구성비 2024/09,구성비 2024/10,구성비 2024/11,구성비 2024/12,구성비 2025,구성비 2025/01,구성비 2025/02,구성비 2025/03,구성비 2025/04,구성비 2025/05,구성비 2025/06,구성비 2025/07,구성비 2025/08,구성비 2025/09,구성비 2025/10,구성비 2025/11,구성비 2025/12,SKU 2022,SKU 2022/01,SKU 2022/02,SKU 2022/03,SKU 2022/04,SKU 2022/05,SKU 2022/06,SKU 2022/07,SKU 2022/08,SKU 2022/09,SKU 2022/10,SKU 2022/11,SKU 2022/12,SKU 2023,SKU 2023/01,SKU 2023/02,SKU 2023/03,SKU 2023/04,SKU 2023/05,SKU 2023/06,SKU 2023/07,SKU 2023/08,SKU 2023/09,SKU 2023/10,SKU 2023/11,SKU 2023/12,SKU 2024,SKU 2024/01,SKU 2024/02,SKU 2024/03,SKU 2024/04,SKU 2024/05,SKU 2024/06,SKU 2024/07,SKU 2024/08,SKU 2024/09,SKU 2024/10,SKU 2024/11,SKU 2024/12,SKU 2025,SKU 2025/01,SKU 2025/02,SKU 2025/03,SKU 2025/04,SKU 2025/05,SKU 2025/06,SKU 2025/07,SKU 2025/08,SKU 2025/09,SKU 2025/10,SKU 2025/11,SKU 2025/12,판매가 구간,100개 기준 판매가,300개 기준 판매가,검토 내용,[예림] 비고,"판매일 2023/01 
품절일제외","판매일 2023/02 
품절일제외",판매일 2023/03,판매일 2023/04,판매일 2023/05,판매일 2023/06,판매일 2023/07,판매일 2023/08,판매일 2023/09,판매일 2023/10,판매일 2023/11,판매일 2023/12,판매일 2024/01,판매일 2024/02,판매일 2024/03,판매일 2024/04,판매일 2024/05,판매일 2024/06,판매일 2024/07,판매일 2024/08,판매일 2024/09,판매일 2024/10,판매일 2024/11,판매일 2024/12,판매일 2025/01,판매일 2025/02,판매일 025/03,판매일 2025/04,판매일 2025/05,판매일 2025/06,판매일 2025/07,판매일 2025/08,판매일 2025/09,판매일 2025/10,판매일 2025/11,판매일 2025/12,"활성 판매월 2023  
품절일제외
여름, 겨울시즌 3개월","활성 판매월 2023 
품절일제외
여름, 겨울시즌 3개월","활성 판매월 2023 
품절일제외
여름, 겨울시즌 3개월_2","판매월 2023 
품절일제외
여름, 겨울시즌 3개월","판매월 2024 
품절일제외
여름, 겨울시즌 3개월","판매월 2025 
품절일제외
여름, 겨울시즌 3개월","월평균 2023
수주액 / 활성판매월","월평균 2024
수주액 / 활성판매월","월평균 2025
수주액 / 활성판매월","월평균 2023
수주액 / 판매월","월평균 2024
수주액 / 판매월","월평균 2025
수주액 / 판매월",판매일 2023(휴일제외),판매일 2024(휴일제외),판매일 2025(휴일제외),영업일 2023(출시 및 단종일 고려),영업일 2024출시 및 단종일 고려),영업일 2025 9월 30일까지출시 및 단종일 고려),영업일수 2025 ,품절율 2023,품절율 2024,"품절율 2025  
9월 30일까지",월평균 2023,소싱구분
DECO,데코 스티커,커스텀 스티커,스티커,Stationery,판매중,PB,2022.5.24,2022.6.24,,1356,44.6,,,,52939730,,,,,3687500,476000,2180000,10107000,7162100,4229600,16877530,8220000,116209690,6833650,3335000,6418800,2512000,10129000,9565000,2180000,8379600,5811450,4122500,22872470,34050220,99488880,6909800,5487660,8478200,5080800,1760000,5816700,12350200,3595000,12024620,9646400,15139500,13200000,79836950,4710360,2314200,5170600,3640000,6274000,7211900,7273600,9334760,9260950,2313980,11567600,10765000,,,,,,,,,,,,,,,,,,,,,,,,,,,39526,2630,1888,3330,1640,600,2270,5630,1500,4818,4660,5260,5300,29666,1546,830,1630,1250,2500,2790,2740,3143,3235,732,4620,4650,0.00385,0,0,0,0,0.00365,0.0004,0.00249,0.00814,0.00742,0.00301,0.00676,0.00505,0.00899,0.00775,0.0049,0.00651,0.004,0.01096,0.01265,0.00241,0.00953,0.00556,0.00327,0.01268,0.0156,0.00747,0.00778,0.00673,0.01428,0.0056,0.00193,0.0056,0.01382,0.00351,0.01088,0.00561,0.00791,0.00871,0.00644,0.00507,0.00324,0.00524,0.00365,0.00954,0.00833,0.00954,0.00972,0.00798,0.002,0.00704,0.00733,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩3,200","₩3,000",,,,,,,,,,,,8,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,1,12,4,3,12,1,"116,209,690","8,290,740","2,411,600","26,612,317","8,290,740","79,836,950",69,365,31,260,262,195,,0.7346,-0.39,0.841,,
DLYG,데일리 짐색,짐색,짐색,Bag&pouch,판매중,PB,2024.5.31,,,618,20.3,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,290289340,,,,,,19884800,14207160,47727660,49763140,73399300,70974000,14333280,327103270,43076910,36265900,35428860,18037500,14009000,20106800,34716500,27055300,37513280,29331000,14374100,17188120,,,,,,,,,,,,,,,,,,,,,,,,,,,30220,,,,,,2120,1340,4994,5164,7720,7450,1432,34291,4594,3830,3863,1750,1470,2040,3661,2750,3924,3200,1470,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02178,0,0,0,0,0,0.01915,0.01589,0.04664,0.04505,0.04271,0.03707,0.00946,0.02638,0.04641,0.0507,0.0359,0.01808,0.02659,0.03977,0.02659,0.02819,0.03234,0.02534,0.00874,0.0117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,02_5천~1만원,"₩9,600","₩9,300",,,,,,,,,,,,,,,,,,,4,30,31,31,30,31,30,30,31,,,,,,,,,,,,1,5,4,0,8,1,0,"58,057,868","18,349,825",#DIV/0!,"36,286,168","327,103,270",0,217,31,0,153,195,,,-0.42,0.841,,
DMUG,데일리 머그,세라믹 머그,머그컵,Drinkware,졸업,NB,2019.8.1,,2025.7.25,2185,71.9,,,,43342000,2515000,6962500,4065000,,1840000,8834500,1950000,960000,,6780000,4760000,4675000,18347500,940000,549000,880000,2516000,,,,,3980000,1970000,2880000,4632500,22904600,1730000,850000,,2940000,3422000,,,,,6132600,6930000,900000,16490000,,1020000,,,,,770000,14700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2405,100,100,,400,400,,,,,705,600,100,3200,,100,,,,,100,3000,,,,,0.00315,0.00426,0.01273,0.00612,0,0.00182,0.00733,0.00223,0.00077,0,0.00483,0.00191,0.00287,0.00142,0.00107,0.00081,0.00089,0.00401,0,0,0,0,0.00381,0.00156,0.0016,0.00212,0.00172,0.00195,0.00104,0,0.00324,0.00374,0,0,0,0,0.00357,0.00362,0.00059,0.00133,0,0.00143,0,0,0,0.00088,0,0.01531,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,01_0~5천원,"₩4,400","₩4,200",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,,,,,,,,,,,,,5,12,3,7,12,0,"3,669,500","1,908,717","2,044,200","2,355,714","1,908,717",#DIV/0!,214,365,0,260,262,148,,0.1769,-0.39,1,,
DONE,Don't Eat 손소독제,손소독제,위생,Lifestyle,졸업,NB,2020.3.18,,2021.5.24,432,14.2,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01_0~5천원,"₩1,700","₩1,600",단종(견적서 등록 완료),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
DP04,핸디 맥세이프 보조배터리,,기타,기타,졸업,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,30,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,단종(견적서 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
DP18,락앤락 | 더블월 콜드컵,,기타,기타,졸업,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,70,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,단종(견적서 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
DPFG,디스플레이 피규어세트,디오라마,월드 오브 피규어,Figure,판매중,NB,2024.11.22,,,443,14.6,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,1773600,,,,,,,,,,,,1773600,4941390,2520190,570000,580000,1271200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,240,621,421,100,100,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0.00117,0.0004,0.00272,0.0008,0.00059,0.00127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,02_5천~1만원,"₩5,200","₩5,100",,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,1,0,1,0,0,1,0,#DIV/0!,0,#DIV/0!,#DIV/0!,"4,941,390",0,0,31,0,28,195,,,1,0.841,,
DRCG,Solid 스탠다드 G형 박스,골지합지,G형박스,Kit,판매중,PB,2020.2.17,2025.4.17,,2183,71.8,,,,279138160,17281080,14287000,11180060,17680270,26516300,23894300,13451000,21443570,19804900,35117500,56114180,22368000,150934150,12391640,12320440,27783200,8313500,2955000,8219690,9523350,11674800,6529650,14047000,20491700,16684180,149339730,10475900,13995200,9120500,8903000,22340440,8991500,6637600,8142000,4881000,18923780,20719660,16209150,123680760,11747300,3695920,8559900,19022700,5491560,7164750,8481400,19118500,8991200,11449680,7028970,12928880,,,,,,,,,,,,,,,,,,,,,,,,,,,26212,1410,1695,1310,1350,3230,1150,880,850,600,6216,4180,3341,27331,1806,1124,2080,,1522,1473,1860,5175,2680,4433,1826,3352,0.02028,0.0293,0.02612,0.01683,0.01554,0.02626,0.01983,0.01539,0.01728,0.02051,0.025,0.02249,0.01374,0.01167,0.01405,0.0181,0.02819,0.01324,0.0032,0.01087,0.01052,0.01328,0.00624,0.01116,0.01136,0.00764,0.01121,0.01179,0.01717,0.01536,0.00981,0.02445,0.00866,0.00743,0.00796,0.00442,0.01101,0.01082,0.0107,0.00997,0.01266,0.00517,0.00867,0.01906,0.00948,0.00972,0.00948,0.01992,0.00775,0.00989,0.00428,0.0088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩2,800","₩2,800",코드 통일,SOLC >> DRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,"150,934,150",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,260,262,195,,1,1,1,,
DREL,드링크 리얼 에너지,건강음료,건강식품,F&B,졸업,NB(브랜드),2020.6.1,,2021.7.8,402,13.2,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01_0~5천원,"₩5,100","₩4,700",단종(견적서 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
DRIV,드라이버스 텀블러,스텐 텀블러,텀블러,Drinkware,졸업,NB(브랜드),2022.1.25,,2024.1.19,724,23.8,,,,66198120,0,2430000,,4760000,13209100,33189020,,5340000,,1430000,2930000,2910000,31853680,2859000,,,,15240000,,2540000,2914680,2910000,,2660000,2730000,17266400,17266400,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,710,,,,,,,,,,,,0,,,,,,,,,,,,,0.00481,0,0.00444,0,0.00418,0.01308,0.02755,0,0.0043,0,0.00102,0.00117,0.00179,0.00246,0.00324,0,0,0,0.01649,0,0.0028,0.00332,0.00278,0,0.00147,0.00125,0.0013,0.01943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05_2만~2.5만원,"₩23,500","₩22,900",단종(견적서 등록 완료),,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,"31,853,680","17,266,400",#DIV/0!,0,#DIV/0!,#DIV/0!,20,0,0,260,15,0,,0.9231,1,,,
DRSU,드레스업 손거울,손거울,뷰티,Lifestyle,판매중,PB,2022.6.24,,,1325,43.6,,계절적제품: 여름,,29781910,,,,,,,1020000,4036000,,2135250,3280660,19310000,16812000,2410000,3896000,,400000,2776000,,3100000,,2324000,1906000,,,12767220,1030000,400000,580000,,816400,210000,,2677320,3106000,2110000,,1837500,18994580,,360000,,1896140,3696200,5236200,546000,1336000,,2231640,1300000,2392400,,,,,,,,,,,,,,,,,,,,,,,,,,,3749,200,100,100,,157,30,,592,1320,700,,550,5805,,100,,578,970,1380,200,400,,957,500,720,0.00216,0,0,0,0,0,0,0.00117,0.00325,0,0.00152,0.00131,0.01186,0.0013,0.00273,0.00572,0,0.00064,0.003,0,0.00342,0,0.00222,0.00151,0,0,0.00096,0.00116,0.00049,0.00098,0,0.00089,0.0002,0,0.00262,0.00281,0.00123,0,0.00121,0.00153,0,0.0005,0,0.0019,0.00692,0.00063,0.00692,0.00139,0,0.00193,0.00079,0.00163,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩2,400","₩1,900",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"3,362,400","1,063,935","527,500","2,713,511","1,063,935","18,994,580",214,365,31,260,262,195,,0.1769,-0.39,0.841,,
DRYB,바캉스 드라이백,드라이백,레저/피크닉,Outdoor,졸업,NB,2019.7.29,,2022.5.24,1030,33.9,,계절적제품: 여름,,8466000,,,,799000,6431000,1236000,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,0.00062,0,0,0,0.0007,0.00637,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02_5천~1만원,"₩6,300","₩5,900",단종(견적서 등록 완료),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
DSGN,디자이너 노트,컬러페이퍼 커버,노트,Stationery,판매중,PB,2018.9.21,2022.4.15,,2697,88.7,,,,189412320,9960040,3867000,7802000,27224950,9059000,8353000,10582000,20184800,10677200,13970000,41338400,26393930,174832690,910000,19700740,18739000,16181700,16069360,9931890,4090000,8105900,18463500,8070000,22532000,32038600,99571710,11194550,6923000,5520000,20292800,13000000,3797860,8332900,8400000,2268000,4264500,9635600,5942500,70857840,5792000,2860000,10870000,6826000,2632000,7774960,1087500,3752000,10588500,6621600,5962000,6091280,,,,,,,,,,,,,,,,,,,,,,,,,,,17960,2135,1174,1000,3540,1950,531,1410,2200,600,600,1940,880,18019,1300,400,3100,1200,700,1603,150,1400,3450,2020,1280,1416,0.01376,0.01689,0.00707,0.01175,0.02393,0.00897,0.00693,0.01211,0.01627,0.01106,0.00995,0.01657,0.01621,0.01352,0.00103,0.02894,0.01901,0.02577,0.01738,0.01313,0.00452,0.00922,0.01766,0.00641,0.01249,0.01468,0.00747,0.0126,0.00849,0.0093,0.02236,0.01423,0.00366,0.00932,0.00821,0.00205,0.00248,0.00503,0.00392,0.00571,0.00624,0.004,0.01101,0.00684,0.01028,0.00125,0.01028,0.00391,0.00913,0.00572,0.00363,0.00415,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩7,800","₩3,900",,,,,,,,,,,,22,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,1,12,4,3,12,1,"174,832,690","8,297,643","1,066,125","23,619,280","8,297,643","70,857,840",83,365,31,260,262,195,,0.6808,-0.39,0.841,,
DSKT,데스크테리어 매트,코르크 데스크매트,PC/ 노트북 악세사리,Tech,판매중,PB,2022.1.17,,,1483,48.8,,,,105948550,0,,1080000,8279000,34198000,5558500,910000,29215250,4701500,6145800,6970500,8890000,60320000,5099000,28062000,,,6484000,7299000,1459000,1150000,2819000,,2099000,5849000,72483630,9412850,3577500,1400000,1500000,4432000,1240000,1240000,6637580,1050000,20595200,8455000,12943500,22980500,,1358500,2302000,,,2290000,,1240000,3600000,3060000,7812000,1318000,,,,,,,,,,,,,,,,,,,,,,,,,,,6118,735,270,100,100,300,100,100,543,100,2120,600,1050,1810,,110,200,,,200,,,300,300,600,100,0.0077,0,0,0.00163,0.00728,0.03386,0.00461,0.00104,0.02354,0.00487,0.00438,0.00279,0.00546,0.00466,0.00578,0.04123,0,0,0.00701,0.00965,0.00161,0.00131,0.0027,0,0.00116,0.00268,0.00544,0.01059,0.00439,0.00236,0.00165,0.00485,0.00119,0.00139,0.00649,0.00095,0.01198,0.00442,0.00854,0.00185,0,0.0019,0.00233,0,0.00303,0,0.00303,0.00129,0.0031,0.00264,0.00475,0.0009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03_1만~1.5만원,"₩10,500","₩10,200",코드 통일, DSKS >> DSKT,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"12,064,000","6,040,303","5,148,800","3,282,929","6,040,303","22,980,500",214,365,31,260,262,195,,0.1769,-0.39,0.841,,
DTDK,디테일 드라이버 키트,드라이버,공구,Lifestyle,판매중,NB,2019.11.22,,,2270,74.7,,,,43494190,,,,4522280,10083000,10125910,,,,,10726000,8037000,15201200,,9192200,,,,,,,2739000,,,3270000,16235000,8037000,,,,,,,,,5390000,,2808000,8129000,,,5390000,,,,,,2739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,300,,,,,,,,,200,,100,300,,,200,,,,,,100,,,,0.00316,0,0,0,0.00398,0.00998,0.0084,0,0,0,0,0.0043,0.00494,0.00118,0,0.01351,0,0,0,0,0,0,0.00262,0,0,0.0015,0.00122,0.00904,0,0,0,0,0,0,0,0,0.00314,0,0.00185,0.00066,0,0,0.00546,0,0,0,0,0,0.00236,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,05_2만~2.5만원,"₩24,500","₩24,200",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"3,040,240","1,352,917","1,347,500","1,161,286","1,352,917","8,129,000",214,365,31,260,262,195,,0.1769,-0.39,0.841,,
DTPL,더블업 트래블 파우치,여행용파우치,트래블 파우치,Travel,판매중,PB,2023.5.19,,,996,32.8,,,,0,,,,,,,,,,,,,82042400,,,,,,1940000,19910000,10800000,4635000,4940000,32271500,7545900,99288050,13078000,,2040000,6557500,1880000,8310000,11756000,10317000,9223750,7432000,6867000,21826800,138452300,28438700,12961000,20722000,6502000,13440000,10855000,6337500,2078000,6400000,1780000,9944100,18994000,,,,,,,,,,,,,,,,,,,,,,,,,,,4773,600,,100,350,100,400,650,510,450,300,273,1040,6755,1185,650,1050,300,600,600,350,100,350,100,470,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634,0,0,0,0,0,0.00257,0.02198,0.01228,0.00443,0.00392,0.01789,0.00346,0.00745,0.01472,0,0.00344,0.00722,0.00206,0.008,0.01315,0.01008,0.00835,0.00432,0.00359,0.01441,0.01117,0.03064,0.01812,0.021,0.00652,0.01436,0.00726,0.01436,0.00216,0.00552,0.00154,0.00605,0.01293,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,05_2만~2.5만원,"₩25,500","₩24,300",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"16,408,480","8,274,004","1,858,000","19,778,900","8,274,004","138,452,300",214,365,31,161,262,195,,-0.3292,-0.39,0.841,,
