Goods Name,Goods Code,출시일,리뉴얼,졸업일,제조국,Goods Category_1.goods,굿즈 Status_1.goods,itemdb (new),HS CODE 및 MBS 유의사항,"판매가(300개,표준인쇄포함)",제품유형_1차분류,제품유형_2차분류,제품유형_3차분류,제품군_일상/계절,제품유형_ESG,IP,출시일/졸업일 비고,PB/NB
유니크 디퓨저,UNDF,2018-12-11,2022-10-20,,대한민국,Fragrance,판매중,"UNDF_PT1510-유니크디퓨저_보틀_투명,UNDF_PT1509-라벨스티커(보틀)_화이트+옵셋풀컬러[유니크디퓨저_보틀],UNDF_PT1512-틴케이스(커스텀인쇄)_실버_100-1,UNDF_PT1506-UV_유니크디퓨저_화영제관[틴케이스],UNDF_PT1511-슬리브(커스텀인쇄)_화이트+옵셋풀컬러_000-6[틴케이스],UNDF_PT1911-색박(음각)_50x50_청산인쇄[슬리브],UNDF_PT1935-색박(음각)_50x100_청산인쇄[슬리브],UNDF_PT1950-색박(음각)_100x100_청산인쇄[슬리브],UNDF_PT1971-색박(음각)_150x200_청산인쇄[슬리브],UNDF_PT1986-색박(음각)_250x250_청산인쇄[슬리브],UNDF_PT1505-스펀지패드_블랙_000-1[틴케이스],UNDF_PT1508-웰컴페이퍼(커스텀인쇄)_반투명+블랙인쇄_000-4[틴케이스],UNDF_PT1502-매뉴얼(커스텀인쇄)_화이트+옵셋풀컬러_000-1[스펀지지지대],UNDF_PT1994-색박(음각)_250x250_청산인쇄[매뉴얼],UNDF_PT1503-웰컴페이퍼(커스텀인쇄)_화이트+옵셋풀컬러_000-4[틴케이스],UNDF_PT1507-유니크디퓨저_원액&향[유니크디퓨저_보틀],UNDF_PT1504-유니크디퓨저_리드스틱_블랙,UNDF_PT1501-빵끈_블랙,UNDF_PT0895-유광원형스티커_투명_000-1[매뉴얼],UNDF_PT2452-유니크디퓨저_원액&향(클린코튼)[유니크디퓨저_보틀],UNDF_PT2453-유니크디퓨저_원액&향(밤부)[유니크디퓨저_보틀],UNDF_PT2454-유니크디퓨저_원액&향(모링가)[유니크디퓨저_보틀],UNDF_PT2455-유니크디퓨저_원액&향(아쿠아키스)[유니크디퓨저_보틀],UNDF_PT2456-유니크디퓨저_원액&향(자스민)[유니크디퓨저_보틀],UNDF_PT2457-라벨스티커(클린코튼)_화이트+디지털풀컬러[유니크디퓨저_보틀],UNDF_PT2458-라벨스티커(밤부)_화이트+디지털풀컬러[유니크디퓨저_보틀],UNDF_PT2459-라벨스티커(모링가)_화이트+디지털풀컬러[유니크디퓨저_보틀],UNDF_PT2460-라벨스티커(아쿠아키스)_화이트+디지털풀컬러[유니크디퓨저_보틀],UNDF_PT2461-라벨스티커(자스민)_화이트+디지털풀컬러[유니크디퓨저_보틀],UNDF_PT2568-유니크디퓨저_추상적산출물,UNDF_PT2569-유니크디퓨저_슬리브_추상적산출물,UNDF_PT2692-유니크디퓨저_틴케이스_추상적산출물,UNDF_PT3049-유니크디퓨저_원액&향(클린코튼.PNW),UNDF_PT3050-유니크디퓨저_원액&향(에바다.PNW),UNDF_PT3051-유니크디퓨저_원액&향(모링가.PNW),UNDF_PT3052-유니크디퓨저_원액&향(화이트머스크.PNW),UNDF_PT3053-유니크디퓨저_원액&향(플라워가든.PNW),UNDF_PT3054-유니크디퓨저_원액&향(유칼립투스스파.PNW),UNDF_PT3055-유니크디퓨저_원액&향(오가닉라벤더.PNW),UNDF_PT3056-유니크디퓨저_원액&향(그린티.PNW),UNDF_PT3057-유니크디퓨저_원액&향(쿨워터.PNW),UNDF_PT3058-유니크디퓨저_원액&향(북스토어.PNW),UNDF_PT3059-라벨스티커(에바다)_화이트+디지털풀컬러[유니크디퓨저_보틀],UNDF_PT3060-라벨스티커(화이트머스크)_화이트+디지털풀컬러[유니크디퓨저_보틀],UNDF_PT3061-라벨스티커(플라워가든)_화이트+디지털풀컬러[유니크디퓨저_보틀],UNDF_PT3062-라벨스티커(유칼립투스스파)_화이트+디지털풀컬러[유니크디퓨저_보틀],UNDF_PT3063-라벨스티커(오가닉라벤더)_화이트+디지털풀컬러[유니크디퓨저_보틀],UNDF_PT3064-라벨스티커(그린티)_화이트+디지털풀컬러[유니크디퓨저_보틀],UNDF_PT3065-라벨스티커(쿨워터)_화이트+디지털풀컬러[유니크디퓨저_보틀],UNDF_PT3066-라벨스티커(북스토어)_화이트+디지털풀컬러[유니크디퓨저_보틀],UNDF_PT2806-유니크디퓨저_보틀(PNW)_투명,UNDF_PT3067-유니크디퓨저_리드스틱&빵끈(3개입.PNW)_블랙,UNDF_PT3068-유니크디퓨저_추상적산출물,UNDF_,UNDF_PT3565-외주생산총공정산출물_유니크디퓨저,UNDF_PT3668-조립산출물_유니크디퓨저,UNDF_,UNDF_PT4928-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러","생산자 : 피앤더블유
판매자 : 크레비스(신시어리 신고 되어 있음)

기업고객께서 판매자(또는 수입자) 및 브랜드, 제품명을 변경한다면 판매자 신고를 향별로 해야합니다. 크레비스로는 판매자 신고를 마쳤기 때문에 판매자와, 신고된 제품명으로 유지하신다면 판매자 신고를 할 필요는 없습니다.

판매자 신고 시,  각 향마다 신고해야하며, 1건당 약 30~50만원, 기간은 2달정도 소요 예상됩니다.

(효경)
- 생활화학제품으로 라벨에 필수 표시사항이 있지만 원칙상 외관 패키지에도 표시사항 부착 필요
- MBS 발주 시 품질표기스티커 MD팀에 템플릿 제작 요청 필요 ","15,000 미만",Fragrance,디퓨저,실내용 디퓨저,일상적제품,,,,PB
폴더블 텀블러,FOLC,2020-06-01,,,대한민국,Drinkware,판매중,"FOLC_PT1739-폴더블텀블러_쿼츠화이트,FOLC_PT1734-폴더블텀블러_캐시미어그레이,FOLC_PT1740-폴더블텀블러_카네이션핑크,FOLC_PT1736-폴더블텀블러_잉크블랙,FOLC_PT1731-폴더블텀블러_스틸블루,FOLC_PT1735-폴더블텀블러_세이지그린,FOLC_PT1741-실크_폴더블텀블러_신명인쇄[폴더블텀블러],FOLC_PT1733-무광스트링파우치(커스텀인쇄)_반투명_100-1,FOLC_PT1738-실크_폴더블텀블러_개미기획[무광비닐조리개파우치],FOLC_PT1730-단품박스(전용)_화이트_100-6,FOLC_PT1737-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-32[단품박스],FOLC_PT1732-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_100-6,FOLC_PT2655-샘플(본제작과동일옵션),FOLC_PT0645-단품박스(기성(배송용)),FOLC_PT2594-무광스트링파우치_추상적산출물,FOLC_PT2693-폴더블텀블러_추상적산출물,FOLC_PT2766-샘플(폴더블텀블러),FOLC_PT3563-외주생산총공정산출물_폴더블텀블러,FOLC_PT3736-조립산출물_폴더블텀블러","(효경)
MBS 발주 시 품질표기스티커 MD팀에 템플릿 제작 요청 필요 ","25,000 미만",Drinkware,텀블러,접이식 텀블러,일상적제품,,,,NB(브랜드)
글로시 키링,GKEY,2020-03-25,,,대한민국,Lifestyle,판매중,"GKEY_PT0704-글로시키링_아크릴(레귤러)_컬러,GKEY_PT0707-글로시키링_아크릴(라지)_컬러,GKEY_PT0706-UV_1색_글로시키링_코알라디자인[글로시키링_레귤러아크릴],GKEY_PT0705-UV_4도_글로시키링_코알라디자인[글로시키링_레귤러아크릴],GKEY_PT0008-글로시키링_키링,GKEY_PT2637-샘플(본제작과동일옵션)[글로시키링_아크릴],GKEY_PT0705-UV_4도_글로시키링_코알라디자인[글로시키링_라지아크릴],GKEY_PT0706-UV_1색_글로시키링_코알라디자인[글로시키링_라지아크릴],GKEY_PT0703-배경지(커스텀인쇄)_화이트+옵셋지정색_100-5[실버팩],GKEY_PT0708-배경지(커스텀인쇄)_화이트+디지털풀컬러_100-5[실버팩],GKEY_PT0709-O링_블랙,GKEY_PT3313-완제품공임_코알라디자인,GKEY_PT3588-외주생산총공정산출물_글로시키링,GKEY_PT3634-조립산출물_글로시키링,GKEY_PT4384-UV_4도_글로시키링_올댓프린팅[글로시키링_라지아크릴],GKEY_PT4385-글로시키링_아크릴(레귤러)_컬러,GKEY_PT4386-완제품공임_올댓프린팅,GKEY_PT4387-샘플(본제작과동일옵션),GKEY_PT4388-글로시키링_아크릴(라지)_컬러,GKEY_PT4384-UV_4도_글로시키링_올댓프린팅[글로시키링_레귤러아크릴],GKEY_PT0710-D링_블랙,GKEY_PT0711-군번줄_블랙,GKEY_PT2494-글로시키링_추상적산출물,GKEY_PT1319-실버팩_100-3,GKEY_PT5188-글로시키링_반투명아크릴(레귤러)_컬러,GKEY_PT5189-글로시키링_반투명아크릴(라지)_컬러",,"10,000 미만",Lifestyle,악세사리,키링,일상적제품,,,,PB
MiiR 텀블러,MIRT,2020-11-19,,,중국,Drinkware,판매중,"MIRT_PT0503-미르텀블러_블랙,MIRT_PT0501-미르텀블러_화이트,MIRT_PT0504-실크_MiiR텀블러_신명인쇄[미르텀블러_화이트],MIRT_PT0502-레이저각인_MiiR텀블러_상상이상[미르텀블러_블랙],MIRT_PT0453-단품박스(스탠다드)_웜그레이_000-6,MIRT_PT0455-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-6,MIRT_PT0454-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-17[스탠다드_단품박스],MIRT_PT2632-샘플(본제작과동일옵션)[미르텀블러],MIRT_PT2684-미르텀블러_추상적산출물,MIRT_PT2685-미르텀블러_추상적산출물,MIRT_PT2729-샘플(실크),MIRT_PT2730-샘플(레이저각인),MIRT_PT2767-샘플(미르텀블러),MIRT_PT3560-외주생산총공정산출물_미르텀블러,MIRT_PT3729-조립산출물_MiiR텀블러,MIRT_PT3823-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러[스탠다드_단품박스]",HS CODE 9617.00.9000,"30,000미만",Drinkware,텀블러,스텐 텀블러,일상적제품,,,,NB(브랜드)
올 블랙 펜,ALBP,2019-08-23,,,중국,Stationery,판매중,"ALBP_PT1464-올블랙펜_매트블랙,ALBP_PT1462-올블랙펜_레드,ALBP_PT1460-올블랙펜_옐로우,ALBP_PT1463-올블랙펜_스카이블루,ALBP_PT1465-올블랙펜_다크블루,ALBP_PT1466-올블랙펜_화이트,ALBP_PT1461-실크_올블랙펜_신명인쇄[올블랙펜],ALBP_PT1468-배경지(커스텀인쇄)_화이트+옵셋풀컬러_000-7,ALBP_PT1226-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_100-5,ALBP_PT1227-펜류지지대_화이트_000-1[단품박스],ALBP_PT1674-OPP_000-3[배경지],ALBP_PT1225-배경지(커스텀인쇄)_화이트+옵셋지정색_000-6,ALBP_PT1467-올블랙펜(실버클립)_블랙,ALBP_PT2285-펜슬리브(커스텀인쇄)_+옵셋풀컬러_000-1,ALBP_,ALBP_PT3595-외주생산총공정산출물_올블랙펜,ALBP_PT3654-조립산출물_올블랙펜",,"5,000 미만",Stationery,펜,금속펜,일상적제품,,,,NB
슈가케인 펜,SCPN,2021-05-21,2025-06-30,,독일,Stationery,판매중,"SCPN_PT1125-슈가케인펜_화이트,SCPN_PT1119-슈가케인펜_옐로우,SCPN_PT1120-슈가케인펜_오렌지,SCPN_PT1114-슈가케인펜_레드,SCPN_PT1118-슈가케인펜_스카이블루,SCPN_PT1123-슈가케인펜_블루,SCPN_PT1116-슈가케인펜_그린,SCPN_PT1117-슈가케인펜_웜그레이,SCPN_PT1115-슈가케인펜_그레이,SCPN_PT1121-슈가케인펜_블랙,SCPN_PT1122-실크_클립_슈가케인펜_세나토코리아[슈가케인펜],SCPN_PT1147-단품박스(스탠다드)_웜그레이_000-4,SCPN_PT1560-지지대_그레이_100-1[단품박스],SCPN_PT1148-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-1[단품박스],SCPN_PT2731-샘플(1곳인쇄)[슈가케인펜],SCPN_PT1127-샘플(2곳인쇄)[슈가케인펜],SCPN_PT1124-실크_바디_슈가케인펜_세나토코리아[슈가케인펜],SCPN_PT1128-단품박스(커스텀인쇄)_웜그레이+블랙인쇄_000-4,SCPN_PT1864-공박(양각)_50x50_청산인쇄[단품박스(커스텀인쇄)],SCPN_PT2285-펜슬리브(커스텀인쇄)_+옵셋풀컬러_000-1,SCPN_,SCPN_PT2539-슈가케인펜_추상적산출물,SCPN_PT2540-슈가케인펜_단품박스_추상적산출물,SCPN_PT3426-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러[단품박스],SCPN_,SCPN_,SCPN_,SCPN_PT3329-슈가케인펜_쿨그레이,SCPN_PT3604-외주생산총공정산출물_슈가케인펜,SCPN_PT3662-조립산출물_슈가케인펜,SCPN_PT4936-UV_클립_신시어리웨일즈[슈가케인펜],SCPN_PT4937-UV_바디_신시어리웨일즈[슈가케인펜],SCPN_PT4938-샘플(UV인쇄)_본제작과동일옵션_신시어리웨일즈[슈가케인펜]",,"5,000 미만",Stationery,펜,플락스틱펜,일상적제품,ESG,,,NB(브랜드)
Quality 슬리브 박스,SLVB,2019-08-28,,,대한민국,Kit Package,판매중,"SLVB_PT0539-슬리브(커스텀인쇄)(세로형)_화이트+옵셋풀컬러_200-1,SLVB_PT0543-골지트레이박스_블랙_200-1[슬리브],SLVB_PT0542-골지트레이박스_화이트_200-1[슬리브],SLVB_PT0059-노트류지지박스_블랙_100-1[골지트레이박스],SLVB_PT0553-노트류지지박스_화이트_100-1[골지트레이박스],SLVB_PT0551-노트류지지박스(커스텀인쇄)_화이트+옵셋풀컬러_100-1[골지트레이박스],SLVB_PT0549-텀블러류지지박스_블랙_000-1[골지트레이박스],SLVB_PT0552-텀블러류지지박스(커스텀인쇄)_화이트+옵셋풀컬러_000-1[골지트레이박스],SLVB_PT0548-텀블러류지지박스_화이트_000-1[골지트레이박스],SLVB_PT0558-머그류지지박스_블랙_000-2[골지트레이박스],SLVB_PT0557-머그류지지박스_화이트_000-2[골지트레이박스],SLVB_PT0550-머그류지지박스(커스텀인쇄)_화이트+옵셋풀컬러_000-2[골지트레이박스],SLVB_PT0546-웰컴페이퍼(커스텀인쇄)_화이트+디지털풀컬러_200-2,SLVB_PT0547-웰컴페이퍼(커스텀인쇄)_반투명+블랙인쇄_200-2,SLVB_PT1961-색박(음각)_100x100_청산인쇄[슬리브],SLVB_PT2002-색박(음각)_250x350_청산인쇄[슬리브],SLVB_PT0538-슬리브(커스텀인쇄)(세로형)_블랙_200-1,SLVB_PT0540-슬리브(커스텀인쇄)(가로형)_블랙_200-1,SLVB_PT0541-슬리브(커스텀인쇄)(가로형)_화이트+옵셋풀컬러_200-1,SLVB_PT2049-스코딕스_80x180_청산인쇄[슬리브],SLVB_PT2041-스코딕스_250x250_청산인쇄[슬리브],SLVB_PT1883-공박(양각)_100x100_청산인쇄[슬리브],SLVB_PT1900-공박(양각)_250x350_청산인쇄[슬리브],SLVB_PT1981-색박(음각)_150x200_청산인쇄[슬리브],SLVB_PT2045-스코딕스_130x200_청산인쇄[슬리브],SLVB_PT1893-공박(양각)_150x200_청산인쇄[슬리브],SLVB_PT0544-슬리브(커스텀인쇄)(캘린더형)_화이트+옵셋풀컬러_200-6[s],SLVB_PT0545-슬리브(커스텀인쇄)(캘린더형)_블랙_200-6[슬리브],SLVB_PT0554-노트류지지대(전용)_블랙_100-2[골지트레이박스],SLVB_PT0555-노트류지지대(전용)_화이트_100-2[골지트레이박스],SLVB_PT0556-노트류지지대(커스텀인쇄)_화이트+옵셋풀컬러_100-2[골지트레이박스],SLVB_PT2352-슬리브(커스텀인쇄)(지네발)_화이트+옵셋풀컬러,SLVB_PT2366-슬리브(커스텀인쇄)(지네발)_블랙,SLVB_PT2367-슬리브(커스텀인쇄)(지네발/캘린더형)_화이트+옵셋풀컬러,SLVB_PT2368-슬리브(커스텀인쇄)(지네발/캘린더형)_블랙,SLVB_PT2547-슬리브_추상적산출물,SLVB_PT2816-골지트레이박스_하이블랙[슬리브],SLVB_PT3073-에어캡봉투(중),SLVB_PT3648-조립산출물_Quality슬리브박스",,"10,000 미만",Kit ,슬리브박스,하이보드,일상적제품,,,,PB
스타일 수면안대,STSM,2021-04-15,,,대한민국,Fabric,판매중,"STSM_PT1130-스타일수면안대,STSM_PT1132-패브릭디지털_스타일수면안대_세라노[스타일수면안대],STSM_PT1134-안대파우치,STSM_PT1133-패브릭디지털_안대파우치_스타일수면안대_세라노[안대파우치],STSM_PT1131-OPP(기성)(스타일수면안대)_200-4[스타일수면안대],STSM_PT1135-OPP(기성)(안대파우치)_100-11[안대파우치],STSM_PT1317-실버팩_100-5[스타일수면안대],STSM_PT1129-배경지(커스텀인쇄)_화이트_100-10[실버팩],STSM_PT2662-샘플(본제작과동일옵션),STSM_PT2541-스타일수면안대_추상적산출물,STSM_PT2542-안대파우치_추상적산출물,STSM_PT3464-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러[실버팩],STSM_PT3627-조립산출물_스타일수면안대",,"10,000 미만",Travel,수면안대,휴대용,일상적제품,,,,PB
라운드 밤부 칫솔,RBTB,2021-05-19,,,대한민국,Lifestyle,판매중,"RBTB_PT0818-라운드밤부칫솔(성인용)_화이트,RBTB_PT0820-라운드밤부칫솔(성인용)_챠콜,RBTB_PT0816-라운드밤부칫솔(성인용)_브라운,RBTB_PT0821-라운드밤부칫솔(어린이용)_화이트,RBTB_PT0826-라운드밤부칫솔(어린이용)_챠콜,RBTB_PT0817-라운드밤부칫솔(어린이용)_브라운,RBTB_PT0827-라운드밤부혀클리너_화이트,RBTB_PT0819-라운드밤부혀클리너_챠콜,RBTB_PT0822-레이저각인_라운드밤부칫솔_투리빙[라운드밤부칫솔],RBTB_PT1147-단품박스(스탠다드)_웜그레이_000-4,RBTB_PT1148-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-1[단품박스],RBTB_PT1141-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-4,RBTB_PT1153-코튼스트링파우치(커스텀인쇄)_광목_000-1,RBTB_PT0828-전사_코튼스트링파우치_라운드밤부칫솔_승화파트너스[광목파우치],RBTB_PT0823-샘플(프로덕트),RBTB_PT0824-샘플(프로덕트&패키지),RBTB_PT0825-단품박스(기성),RBTB_PT1144-휴대용치약(자몽맛)_핑크,RBTB_PT1145-휴대용치약(미백용)_블루,RBTB_PT1143-휴대용치약(오리지널맛)_그린,RBTB_PT1146-휴대용치약(민트맛)_민트,RBTB_PT1128-단품박스(커스텀인쇄)_웜그레이+블랙인쇄_000-4,RBTB_PT1867-공박(양각)_50x50_청산인쇄[단품박스(커스텀인쇄)],RBTB_PT2508-코튼스트링파우치_추상적산출물,RBTB_PT2702-라운드밤부칫솔_단품박스_추상적산출물,RBTB_PT2701-라운드밤부칫솔_추상적산출물,RBTB_PT2728-샘플(패키지),RBTB_PT2944-라운드밤부혀클리너_추상적산출물,RBTB_PT3086-휴대용치약(언파차차20g)_화이트,RBTB_PT3318-휴대용치약(언파차차30g)_블랙,RBTB_PT3319-휴대용치약(언파차차30g)_그레이,RBTB_PT3621-조립산출물_라운드밤부칫솔,RBTB_PT2187-린넨메쉬스트링파우치(스탠다드)(M),RBTB_PT2188-실크_전면_개미기획",,"5,000 미만",Lifestyle,구강관리,대나무 칫솔,일상적제품,,,,PB
굿이너프 비치타월,BCTW,2018-08-07,2022-06-10,,대한민국,Fabric,판매중,"BCTW_PT1049-비치타월_원단_화이트,BCTW_PT1051-비치타월_원단_화이트_B,BCTW_PT1053-전사_표준풀컬러_비치타월_승화파트너스[비치타월],BCTW_PT1048-비치타월_직조라벨,BCTW_PT1050-띠지(커스텀인쇄)_화이트+디지털풀컬러_100-1,BCTW_PT1055-비닐백_투명_200-1,BCTW_PT1314-실버팩_300-1,BCTW_PT1315-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-54[실버팩],BCTW_PT1054-샘플(단면인쇄)[비치타월_원단],BCTW_PT1047-샘플(양면인쇄)[비치타월_원단],BCTW_PT1052-전사_진한풀컬러_비치타월_승화파트너스[비치타월],BCTW_,BCTW_,BCTW_,BCTW_,BCTW_PT2451-비치타월_원단(세라노원단)_화이트,BCTW_,BCTW_PT2715-전사_4도_단면_주식회사세라노,BCTW_PT2716-샘플(전사)_4도_단면_주식회사세라노,BCTW_PT2717-이염방지페이퍼_화이트[비치타월],BCTW_PT2704-비치타월_추상적산출물,BCTW_PT3230-비치타월_추상적산출물,BCTW_PT3235-돌돌이_리필,BCTW_PT3236-돌돌이_본품,BCTW_PT3237-양면테이프_본품,BCTW_PT3238-양면테이프_리필,BCTW_PT3616-조립산출물_굿이너프비치타월,BCTW_PT4304-비치타월_원단(폴리100%)",,"15,000 미만",Sport,타올,비치타올,계절적제품: 여름,,,,PB
퍼 블랭킷,FUBL,2019-10-01,,,대한민국,Fabric,판매중,"FUBL_PT1696-퍼블랭킷(무릎담요),FUBL_PT1694-퍼블랭킷(일반담요),FUBL_PT1697-패브릭디지털_퍼블랭킷_세라노[퍼블랭킷],FUBL_PT1698-브랜딩택(커스텀인쇄)_화이트+옵셋풀컬러_100-2,FUBL_PT2619-샘플(본제작과동일옵션)[퍼블랭킷],FUBL_PT1695-헤링본끈_아이보리_000-1[브랜딩택],FUBL_PT1699-펠트스트링파우치(커스텀인쇄)_그레이_400-1,FUBL_[펠트조리개파우치],FUBL_PT1751-OPP(기성),FUBL_,FUBL_PT2215-샘플(실크)_개미기획[펠트스트링파우치],FUBL_PT2214-실크_개미기획[펠트스트링파우치],FUBL_PT2588-퍼블랭킷_추상적산출물,FUBL_PT2234-OPP_300-2,FUBL_PT3762-조립산출물_퍼블랭킷",,"20,000 미만",Fabric,블랭킷,장모,계절적제품: 겨울,,,,PB
KeepSafe 안전봉투,SFPP,2019-11-21,,,대한민국,Kit Package,판매중,"SFPP_PT0499-안전봉투_200-1,SFPP_PT0498-안전봉투_200-2,SFPP_PT0496-안전봉투_200-3,SFPP_PT0495-안전봉투_200-4,SFPP_PT0497-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-28[안전봉투],SFPP_PT0500-안전봉투_블랙_200-1,SFPP_PT3643-조립산출물_KeepSafe안전봉투",,"5,000 미만",Kit ,안전봉투,안전봉투,일상적제품,,,,PB
컬러풀 노트패드,CNPD,2018-12-26,2022-04-15,,대한민국,Stationery,판매중,"CNPD_PT1568-공박(양각)_250x250_청산인쇄[컬러풀노트패드_커버],CNPD_PT1562-컬러풀노트패드_내지(무지),CNPD_PT1565-컬러풀노트패드_내지(줄),CNPD_PT1563-컬러풀노트패드_내지(커스텀인쇄)_화이트+옵셋지정색,CNPD_PT1572-슬라이드지퍼백(커스텀인쇄)(Small)_반투명_100-2,CNPD_PT0584-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-4[슬라이드지퍼백],CNPD_PT0583-원형스티커(커스텀인쇄)_화이트+디지털풀컬러_000-1[슬라이드지퍼백],CNPD_PT1858-공박(양각)_50x50_청산인쇄[컬러풀노트패드_커버],CNPD_PT1871-공박(양각)_50x100_청산인쇄[컬러풀노트패드_커버],CNPD_PT1877-공박(양각)_100x100_청산인쇄[컬러풀노트패드_커버],CNPD_PT1887-공박(양각)_150x200_청산인쇄[컬러풀노트패드_커버],CNPD_PT1913-색박(음각)_50x50_청산인쇄[컬러풀노트패드_커버],CNPD_PT1936-색박(음각)_50x100_청산인쇄[컬러풀노트패드_커버],CNPD_PT1951-색박(음각)_100x100_청산인쇄[컬러풀노트패드_커버],CNPD_PT1972-색박(음각)_150x200_청산인쇄[컬러풀노트패드_커버],CNPD_PT2031-실크_30x30_청산인쇄[컬러풀노트패드_커버],CNPD_PT2023-실크_50x50_청산인쇄[컬러풀노트패드_커버],CNPD_PT2017-실크_80x180_청산인쇄[컬러풀노트패드_커버],CNPD_PT2014-실크_130x200_청산인쇄[컬러풀노트패드_커버],CNPD_PT0077-컬러풀노트패드_커버_컬러,CNPD_PT1571-OPP_100-4,CNPD_PT1564-컬러풀노트패드_커버(친환경)_컬러,CNPD_PT1561-컬러풀노트패드_내지(커스텀인쇄)_화이트+블랙인쇄,CNPD_PT1566-컬러풀노트패드_커버(그문드비)_컬러,CNPD_PT1567-컬러풀노트패드_커버(컬러플랜)_컬러,CNPD_PT2311-컬러풀노트패드_커버(코코아)_컬러,CNPD_PT2312-컬러풀노트패드_커버(후르츠)_컬러,CNPD_PT2575-컬러풀노트패드_추상적산출물,CNPD_PT3709-조립산출물_컬러풀노트패드",,"10,000 미만",Stationery,메모패드,컬러페이퍼 커버,일상적제품,,,,PB
센텐스 펜,STCP,2021-06-15,2022-11-30,,중국,Stationery,판매중,"STCP_PT1081-센텐스펜_옐로우,STCP_PT1076-센텐스펜_블랙,STCP_PT1078-센텐스펜_오렌지,STCP_PT1085-센텐스펜_화이트,STCP_PT1084-센텐스펜_레드,STCP_PT1079-센텐스펜_다크그린,STCP_PT1086-센텐스펜_라이트그린,STCP_PT1083-센텐스펜_핑크,STCP_PT1088-센텐스펜_라이트블루,STCP_PT1080-센텐스펜_네이비,STCP_PT1077-센텐스펜_바이올렛,STCP_PT1087-실크_1색_센텐스펜_신명인쇄[센텐스펜],STCP_PT1093-유광덮개파우치_투명_000-3,STCP_PT1094-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-8[유광비닐덮개파우치],STCP_PT1082-실크_2색_센텐스펜_신명인쇄[센텐스펜],STCP_PT1602-샘플(1색인쇄)[센텐스펜],STCP_PT1601-샘플(2색인쇄)[센텐스펜],STCP_PT1089-실크_1색_센텐스펜_믿음뒤나미스[센텐스펜],STCP_PT1090-실크_2색_센텐스펜_믿음뒤나미스[센텐스펜],STCP_PT1091-샘플_1색_센텐스펜_믿음뒤나미스[센텐스펜],STCP_PT1092-샘플_2색_센텐스펜_믿음뒤나미스[센텐스펜],STCP_PT2749-샘플(센텐스펜),STCP_PT2788-배경지(커스텀인쇄)_화이트+디지털풀컬러[유광비닐덮개파우치],STCP_PT3558-외주생산총공정산출물_센텐스펜,STCP_PT3666-조립산출물_센텐스펜,STCP_PT4895-UV_신시어리웨일즈[센텐스펜],STCP_PT4930-샘플(UV인쇄)_신시어리웨일즈[센텐스펜]",,"5,000 미만",Stationery,펜,플락스틱펜,일상적제품,,,,NB
